word,meaning,pos,"example","example_ko","example2","example2_ko","collocation","collocation_ko",level,synonym
credible,신뢰할 만한,adj,"The witness gave a credible account of events.","목격자는 사건에 대해 신뢰할 만한 진술을 했다.","The company needs a credible spokesperson to handle the crisis.","그 회사는 위기를 대처할 신뢰할 만한 대변인이 필요하다.","credible source","신뢰할 만한 출처",2,believable
cryptic,불가사의한,adj,"His cryptic reply left everyone confused.","그의 알쏭달쏭한 대답은 모두를 혼란스럽게 했다.","","","cryptic message","암호 같은 메시지",3,
culpable,비난받을 만한,adj,"The audit found the manager culpable for the loss.","감사 결과 그 손실에 대해 관리자에게 책임이 있는 것으로 밝혀졌다.","","","culpable for the accident","사고에 대해 비난받을 만한",5,
cumbersome,다루기 힘든,adj,"The old approval process was cumbersome.","예전 승인 절차는 번거로웠다.","","","cumbersome process","다루기 힘든 절차",4,
curtail,축소하다,v,"The company had to curtail its travel budget.","그 회사는 출장 예산을 축소해야 했다.","","","curtail spending","지출을 줄이다",4,
cynical,냉소적인,adj,"He grew cynical after years in the industry.","그는 업계에서 오랜 세월을 보내며 냉소적으로 변했다.","She became cynical about politics after the scandal.","그녀는 그 스캔들 이후 정치에 대해 냉소적으로 변했다.","cynical outlook","냉소적인 시각",2,skeptical
daunting,벅찬/힘겨운,adj,"The migration was a daunting technical task.","그 이전 작업은 벅찬 기술적 과제였다.","Learning a new language as an adult can feel daunting.","성인이 되어 새로운 언어를 배우는 것은 벅차게 느껴질 수 있다.","daunting task","벅찬 과제(엄두가 안 나는 일)",2,intimidating
deceptive,기만적인,adj,"The ad's claims were deceptive and misleading.","그 광고의 주장은 기만적이고 오도하는 내용이었다.","The packaging was deceptive, making the product look bigger than it was.","그 포장은 기만적이어서 제품이 실제보다 더 커 보이게 만들었다.","deceptive advertising","기만적인 광고",2,misleading
decisive,결단력 있는,adj,"She made a decisive call under pressure.","그녀는 압박 속에서도 결단력 있는 판단을 내렸다.","A good leader must be decisive in a crisis.","훌륭한 리더는 위기 상황에서 결단력이 있어야 한다.","decisive victory","결정적인 승리",2,determined
decree,명령/법령,n,"The new decree changes the import tax rate.","새 법령은 수입 관세율을 변경한다.","","","royal decree","왕령",3,
deduce,추론하다,v,"We can deduce the cause from the log files.","우리는 로그 파일로부터 원인을 추론할 수 있다.","From the muddy footprints, the detective deduced the intruder came from the garden.","진흙 발자국으로부터 형사는 침입자가 정원에서 왔다고 추론했다.","deduce the cause","원인을 추론하다",2,infer
defer,연기하다/따르다,v,"They decided to defer the decision until March.","그들은 3월까지 결정을 미루기로 했다.","","","defer to authority","권위에 따르다",4,
deficient,부족한,adj,"The report was deficient in supporting data.","그 보고서는 뒷받침하는 자료가 부족했다.","","","deficient in","~이 부족한",4,
defunct,더 이상 존재하지 않는,adj,"The defunct division was closed last year.","더 이상 존재하지 않는 그 사업부는 작년에 폐쇄되었다.","The building once housed a now-defunct newspaper.","그 건물은 한때 지금은 더 이상 존재하지 않는 신문사가 있던 곳이었다.","defunct organization","더 이상 존재하지 않는 조직",2,obsolete
degrade,저하시키다,v,"Heavy use can degrade the equipment quickly.","과도한 사용은 장비를 빠르게 저하시킬 수 있다.","Constant exposure to sunlight will degrade the fabric's color.","지속적인 햇빛 노출은 그 천의 색을 저하시킬 것이다.","degrade the environment","환경을 저하시키다",2,worsen
deleterious,해로운,adj,"The chemical has a deleterious effect on soil.","그 화학 물질은 토양에 해로운 영향을 미친다.","","","deleterious effects","해로운 영향",5,
deliberate,고의적인/신중히 생각하다,adj,"It was a deliberate attempt to mislead investors.","그것은 투자자들을 속이려는 고의적인 시도였다.","The company issued a deliberate delay to avoid the bad press.","그 회사는 부정적인 여론을 피하려고 고의적인 지연을 시행했다.","deliberate choice","고의적인 선택",2,intentional
delineate,윤곽을 그리다/규정하다,v,"The contract delineates each party's duties.","그 계약서는 각 당사자의 의무를 명확히 규정한다.","","","delineate the boundaries","경계를 규정하다",5,
demeanor,태도/처신,n,"Her calm demeanor reassured the team.","그녀의 차분한 태도는 팀을 안심시켰다.","","","calm demeanor","침착한 태도",4,
demise,종말/사망,n,"Poor planning led to the company's demise.","부실한 계획이 그 회사의 종말로 이어졌다.","","","untimely demise","때 이른 죽음(종말)",4,
denounce,비난하다/규탄하다,v,"The union denounced the sudden layoffs.","노조는 갑작스러운 해고를 규탄했다.","","","denounce corruption","부패를 규탄하다",4,
deplete,고갈시키다,v,"Overtime work depleted the team's energy.","초과 근무가 팀의 에너지를 고갈시켰다.","","","deplete resources","자원을 고갈시키다",3,
deplore,개탄하다,v,"Analysts deplored the lack of transparency.","분석가들은 투명성 부족을 개탄했다.","","","deplore violence","폭력을 개탄하다",5,
deprecate,비난하다/폄하하다,v,"The old feature has been deprecated.","그 오래된 기능은 더 이상 사용이 권장되지 않는다.","","","deprecate a rival's work","경쟁자의 작업을 폄하하다",5,
deride,조롱하다,v,"Critics derided the plan as unrealistic.","비평가들은 그 계획을 비현실적이라며 조롱했다.","","","deride critics","비평가들을 조롱하다",5,
derive,파생되다/얻다,v,"The name derives from an old local word.","그 이름은 오래된 지역 단어에서 유래했다.","Much of her confidence derives from years of practice.","그녀의 자신감 대부분은 수년간의 연습에서 비롯된다.","derive from","~에서 파생되다",2,obtain
desolate,황량한,adj,"The abandoned factory looked desolate at night.","버려진 공장은 밤에 황량해 보였다.","","","desolate landscape","황량한 풍경",3,
despondent,낙담한,adj,"He felt despondent after the failed pitch.","그는 발표가 실패한 뒤 낙담했다.","","","despondent mood","낙담한 기분",5,
deter,저지하다,v,"Higher fees may deter casual users.","더 높은 요금은 일반 사용자들을 단념시킬 수 있다.","Bright security lights are meant to deter burglars.","밝은 보안등은 도둑을 저지하기 위한 것이다.","deter crime","범죄를 저지하다",2,discourage
deteriorate,악화되다,v,"Relations between the partners deteriorated quickly.","파트너들 간의 관계가 빠르게 악화되었다.","His health began to deteriorate soon after retirement.","은퇴 직후 그의 건강이 악화되기 시작했다.","health deteriorates","건강이 악화되다",2,decline
devastate,황폐화시키다,v,"The scandal devastated the company's reputation.","그 스캔들은 회사의 명성을 완전히 무너뜨렸다.","","","devastate a region","지역을 황폐화시키다",3,
deviate,벗어나다,v,"The results deviate slightly from the forecast.","결과는 예측치에서 약간 벗어난다.","","","deviate from the norm","표준에서 벗어나다",4,
devious,교묘한/부정직한,adj,"He used devious tactics to win the contract.","그는 계약을 따내기 위해 교묘한 술수를 썼다.","","","devious scheme","교묘한 계략",3,
diffident,자신 없는,adj,"She seemed diffident about presenting the idea.","그녀는 그 아이디어를 발표하는 것에 자신 없어 보였다.","","","diffident manner","자신 없는 태도",5,
diligent,근면한,adj,"The diligent intern finished early every time.","그 근면한 인턴은 매번 일찍 끝냈다.","She was diligent about saving a portion of every paycheck.","그녀는 매번 월급의 일부를 저축하는 데 근면했다.","diligent student","근면한 학생",2,hardworking
diminish,줄어들다,v,"Demand for the product began to diminish.","그 제품에 대한 수요가 줄어들기 시작했다.","His enthusiasm for the project began to diminish after months of delays.","몇 달간의 지연 끝에 그 프로젝트에 대한 그의 열정이 줄어들기 시작했다.","diminishing returns","수확 체감",2,decrease
discern,식별하다,v,"It's hard to discern any real progress this month.","이번 달에는 실질적인 진전을 식별하기 어렵다.","","","discern a pattern","패턴을 식별하다",4,
discord,불화,n,"There was clear discord among the executives.","임원들 사이에 뚜렷한 불화가 있었다.","","","sow discord","불화를 일으키다",4,
discreet,신중한,adj,"Please be discreet about the merger talks.","합병 논의에 대해서는 신중하게 처신해 주세요.","","","discreet inquiry","신중한 문의",4,
discrepancy,불일치,n,"There is a discrepancy between the two invoices.","두 청구서 사이에 불일치가 있다.","","","discrepancy between","~간의 불일치",4,
disdain,경멸,n,"He treated the junior staff with disdain.","그는 신입 직원들을 경멸하는 태도로 대했다.","","","look of disdain","경멸의 표정",3,
